Text,Tint synthetic,Qhvac,Qsun,step=1800s
0.000000000000000000e+00,2.270000076293945312e+01,2.534000000000000000e+03,2.774369825719209643e+02
0.000000000000000000e+00,2.271169880477629732e+01,1.174000000000000000e+03,4.407848026641900105e+02
0.000000000000000000e+00,2.246085421976819418e+01,2.941000000000000000e+03,6.583859756158111622e+02
0.000000000000000000e+00,2.255900028236230881e+01,1.806000000000000000e+03,9.245411138389973758e+02
1.000000000000000000e+00,2.243473640369488464e+01,3.670000000000000000e+03,1.220572511101093369e+03
1.000000000000000000e+00,2.269274140500562709e+01,4.289000000000000000e+03,1.514930256793932813e+03
1.000000000000000000e+00,2.305978642324573613e+01,3.150000000000000000e+03,1.767719663786366937e+03
1.000000000000000000e+00,2.319370295748971955e+01,3.200000000000000000e+03,1.939214478385412121e+03
1.000000000000000000e+00,2.333218222776558903e+01,4.297000000000000000e+03,2.000000000000000000e+03
1.000000000000000000e+00,2.367643098117375899e+01,2.947000000000000000e+03,1.939214478385412121e+03
1.000000000000000000e+00,2.374793700297373178e+01,2.922000000000000000e+03,1.767719663786366937e+03
1.000000000000000000e+00,2.381193439525156208e+01,3.198000000000000000e+03,1.514930256793932813e+03
1.000000000000000000e+00,2.392650392006970250e+01,2.929000000000000000e+03,1.220572511101093369e+03
1.000000000000000000e+00,2.398478244490609157e+01,1.814000000000000000e+03,9.245411138389973758e+02
1.000000000000000000e+00,2.382612383036804715e+01,1.100000000000000000e+01,6.583859756158111622e+02
2.000000000000000000e+00,2.332644410485044162e+01,3.697000000000000000e+03,4.407848026641900105e+02
2.000000000000000000e+00,2.357363313974190788e+01,1.165000000000000000e+03,2.774369825719209643e+02
1.000000000000000000e+00,2.332389477030901404e+01,1.100000000000000000e+01,1.641699972477975962e+02
1.000000000000000000e+00,2.284201264104568097e+01,1.384000000000000000e+03,9.133030922126044970e+01
1.000000000000000000e+00,2.264207447430568010e+01,1.166000000000000000e+03,2.786548832188188163e-01
1.000000000000000000e+00,2.240723336005160249e+01,5.770000000000000000e+02,8.511269196487928346e-01
0.000000000000000000e+00,2.206747543777589016e+01,1.000000000000000000e+01,9.092187978478371013e-01
0.000000000000000000e+00,2.161178293534252504e+01,1.100000000000000000e+01,3.792097169004270407e-01
0.000000000000000000e+00,2.117306232401267607e+01,1.100000000000000000e+01,5.748632533835962288e-02
0.000000000000000000e+00,2.075045519474190669e+01,1.100000000000000000e+01,1.480397095994498979e-01
0.000000000000000000e+00,2.034332926603806513e+01,1.396000000000000000e+03,1.510237515429007082e-01
0.000000000000000000e+00,2.021743351860839510e+01,1.164000000000000000e+03,3.843648333336457945e-02
0.000000000000000000e+00,2.005098653542896514e+01,1.400000000000000000e+01,7.741741346363101295e-01
0.000000000000000000e+00,1.966899826598289991e+01,1.100000000000000000e+01,7.658362014592680067e-01
